838861315,"['3', '-1']"
838861314,"['2', '-1']"
838861317,"['5', '-1']"
838861316,"['4', '-1']"
838861313,"['1', '-1']"
838861319,"['7', '-1']"
838861318,"['6', '-1']"
838861320,"['8', '-1']"
838861321,"['9', '-1']"
