year proc cat systematic AllOverOddSF
2016 tth SL_0 MCSmearLowR9EBRhoUp01sigma 2.8893659263545555
2016 tth SL_0 MCSmearLowR9EBPhiUp01sigma 2.0822331116417305
2016 tth SL_0 ShowerShapeLowR9EEUp01sigma 2.2378502906062425
2016 tth SL_0 MCScaleLowR9EEUp01sigma 2.8893659263545555
2016 tth SL_0 MCSmearLowR9EERhoUp01sigma 2.8893659263545555
2016 tth SL_0 MCSmearLowR9EEPhiUp01sigma 1.855972066202595
2016 tth SL_0 MvaShiftDown01sigma 2.8319598331663567
2016 tth SL_0 SigmaEOverEShiftDown01sigma 2.8893659263545555
2016 tth SL_0 MaterialCentralBarrelDown01sigma 3.3085632167359553
2016 tth SL_0 MaterialOuterBarrelDown01sigma 1.8177734887844887
2016 tth SL_0 MaterialForwardDown01sigma 2.9178141077885016
2016 tth SL_0 FNUFEBDown01sigma 2.8290413602058098
2016 tth SL_0 FNUFEEDown01sigma 2.4262562976892657
2016 tth SL_0 MCScaleGain6EBDown01sigma 2.8893659263545555
2016 tth SL_0 MCScaleGain1EBDown01sigma 1.6012930394090932
2016 tth SL_0 JECDown01sigma 4.885150785704693
2016 tth SL_0 JERDown01sigma 1.2844283255642188
2016 tth SL_0 PUJIDShiftDown01sigma 2.8893659263545555
2016 tth SL_0 JECAbsoluteDown01sigma 3.0918409114348795
2016 tth SL_0 JECAbsolute2016Down01sigma 1.880347502293473
2016 tth SL_0 JECBBEC1Down01sigma 2.2108494197390325
2016 tth SL_0 JECBBEC12016Down01sigma 2.8893659263545555
2016 tth SL_0 JECEC2Down01sigma 2.8900619244665737
2016 tth SL_0 JECEC22016Down01sigma 2.888702300247747
2016 tth SL_0 JECFlavorQCDDown01sigma 2.0845630877297117
2016 tth SL_0 JECHFDown01sigma 2.8893659263545555
2016 tth SL_0 JECHF2016Down01sigma 2.8893659263545555
2016 tth SL_0 JECRelativeBalDown01sigma 2.889095388882442
2016 tth SL_0 JECRelativeSample2016Down01sigma 3.091102877703244
2016 tth SL_0 metJecUncertaintyDown01sigma 2.8893659263545555
2016 tth SL_0 metJerUncertaintyDown01sigma 2.8893659263545555
2016 tth SL_0 metPhoUncertaintyDown01sigma 2.8893659263545555
2016 tth SL_0 metUncUncertaintyDown01sigma 2.8893659263545555
2016 tth SL_0 ShowerShapeHighR9EBDown01sigma 2.7079469629093875
2016 tth SL_0 MCScaleHighR9EBDown01sigma 1.906637672012711
2016 tth SL_0 MCSmearHighR9EBRhoDown01sigma 2.298747499972693
2016 tth SL_0 MCSmearHighR9EBPhiDown01sigma 2.353235276188271
2016 tth SL_0 ShowerShapeHighR9EEDown01sigma 1.350983275641189
2016 tth SL_0 MCScaleHighR9EEDown01sigma 1.276436849819268
2016 tth SL_0 MCSmearHighR9EERhoDown01sigma 2.8893659263545555
2016 tth SL_0 MCSmearHighR9EEPhiDown01sigma 3.0454318076576246
2016 tth SL_0 ShowerShapeLowR9EBDown01sigma 2.8893659263545555
2016 tth SL_0 MCScaleLowR9EBDown01sigma 1.442759404625732
2016 tth SL_0 MCSmearLowR9EBRhoDown01sigma 1.6012930394090932
2016 tth SL_0 MCSmearLowR9EBPhiDown01sigma 2.0822331116417305
2016 tth SL_0 ShowerShapeLowR9EEDown01sigma 1.6012930394090932
2016 tth SL_0 MCScaleLowR9EEDown01sigma 2.042572837350393
2016 tth SL_0 MCSmearLowR9EERhoDown01sigma 2.8893659263545555
2016 tth SL_0 MCSmearLowR9EEPhiDown01sigma 1.855972066202595
2016 tth SL_1 NOMINAL 2.0986505878558708
2016 tth SL_1 MvaShiftUp01sigma 1.8609828380955862
2016 tth SL_1 SigmaEOverEShiftUp01sigma 2.4053135374340293
2016 tth SL_1 MaterialCentralBarrelUp01sigma 2.0198579911522634
2016 tth SL_1 MaterialOuterBarrelUp01sigma 1.427945399152503
2016 tth SL_1 MaterialForwardUp01sigma 1.6185693648996409
2016 tth SL_1 FNUFEBUp01sigma 3.839248240611524
2016 tth SL_1 FNUFEEUp01sigma 1.9448366256907117
2016 tth SL_1 MCScaleGain6EBUp01sigma 2.4053135374340293
2016 tth SL_1 MCScaleGain1EBUp01sigma 1.6110662650657166
2016 tth SL_1 JECUp01sigma 1.6294242008586117
2016 tth SL_1 JERUp01sigma 2.5033711983283236
2016 tth SL_1 PUJIDShiftUp01sigma 2.4053135374340293
2016 tth SL_1 JECAbsoluteUp01sigma 2.214665948971691
2016 tth SL_1 JECAbsolute2016Up01sigma 2.500344173781689
2016 tth SL_1 JECBBEC1Up01sigma 1.8775203255048913
2016 tth SL_1 JECBBEC12016Up01sigma 1.914189311417061
2016 tth SL_1 JECEC2Up01sigma 2.4002416051792137
2016 tth SL_1 JECEC22016Up01sigma 2.4018569943829635
2016 tth SL_1 JECFlavorQCDUp01sigma 2.032305062638069
2016 tth SL_1 JECHFUp01sigma 2.4053135374340293
2016 tth SL_1 JECHF2016Up01sigma 2.4053135374340293
2016 tth SL_1 JECRelativeBalUp01sigma 1.6411006676560467
2016 tth SL_1 JECRelativeSample2016Up01sigma 1.999427981645672
2016 tth SL_1 metJecUncertaintyUp01sigma 2.4053135374340293
2016 tth SL_1 metJerUncertaintyUp01sigma 2.4053135374340293
2016 tth SL_1 metPhoUncertaintyUp01sigma 2.4053135374340293
2016 tth SL_1 metUncUncertaintyUp01sigma 2.4053135374340293
2016 tth SL_1 ShowerShapeHighR9EBUp01sigma 1.617738188544195
2016 tth SL_1 MCScaleHighR9EBUp01sigma 3.0651165342617945
2016 tth SL_1 MCSmearHighR9EBRhoUp01sigma 1.5230613403593611
2016 tth SL_1 MCSmearHighR9EBPhiUp01sigma 6.10598151048971
2016 tth SL_1 ShowerShapeHighR9EEUp01sigma 2.3524402804715243
2016 tth SL_1 MCScaleHighR9EEUp01sigma 1.632264164654343
2016 tth SL_1 MCSmearHighR9EERhoUp01sigma 2.4053135374340293
2016 tth SL_1 MCSmearHighR9EEPhiUp01sigma 1.959321554935085
2016 tth SL_1 ShowerShapeLowR9EBUp01sigma 1.568364577616959
2016 tth SL_1 MCScaleLowR9EBUp01sigma 2.1203673484258165
2016 tth SL_1 MCSmearLowR9EBRhoUp01sigma 2.4053135374340293
2016 tth SL_1 MCSmearLowR9EBPhiUp01sigma 1.59737081908467
2016 tth SL_1 ShowerShapeLowR9EEUp01sigma 2.0240412644943966
2016 tth SL_1 MCScaleLowR9EEUp01sigma 2.4053135374340293
2016 tth SL_1 MCSmearLowR9EERhoUp01sigma 2.4053135374340293
2016 tth SL_1 MCSmearLowR9EEPhiUp01sigma 2.7684864708515957
2016 tth SL_1 MvaShiftDown01sigma 2.613674466428592
2016 tth SL_1 SigmaEOverEShiftDown01sigma 2.4053135374340293
2016 tth SL_1 MaterialCentralBarrelDown01sigma 1.2624404917344838
2016 tth SL_1 MaterialOuterBarrelDown01sigma 1.7591155122527076
2016 tth SL_1 MaterialForwardDown01sigma 3.0170503870319014
2016 tth SL_1 FNUFEBDown01sigma 2.1594515333501243
2016 tth SL_1 FNUFEEDown01sigma 2.27076413701343
2016 tth SL_1 MCScaleGain6EBDown01sigma 2.4053135374340293
2016 tth SL_1 MCScaleGain1EBDown01sigma 1.8312422606202323
2016 tth SL_1 JECDown01sigma 1.7848882334082474
2016 tth SL_1 JERDown01sigma 1.4587169523754533
2016 tth SL_1 PUJIDShiftDown01sigma 2.4053135374340293
2016 tth SL_1 JECAbsoluteDown01sigma 1.38672411895725
2016 tth SL_1 JECAbsolute2016Down01sigma 1.4792237987269925
2016 tth SL_1 JECBBEC1Down01sigma 2.2789288931245415
2016 tth SL_1 JECBBEC12016Down01sigma 2.5371888968719256
2016 tth SL_1 JECEC2Down01sigma 2.4060540259245244
2016 tth SL_1 JECEC22016Down01sigma 2.3963568520939686
2016 tth SL_1 JECFlavorQCDDown01sigma 1.3396011712235953
2016 tth SL_1 JECHFDown01sigma 2.4053135374340293
2016 tth SL_1 JECHF2016Down01sigma 2.4053135374340293
2016 tth SL_1 JECRelativeBalDown01sigma 2.2967903205621947
2016 tth SL_1 JECRelativeSample2016Down01sigma 1.3892567351799097
2016 tth SL_1 metJecUncertaintyDown01sigma 2.4053135374340293
2016 tth SL_1 metJerUncertaintyDown01sigma 2.4053135374340293
2016 tth SL_1 metPhoUncertaintyDown01sigma 2.4053135374340293
2016 tth SL_1 metUncUncertaintyDown01sigma 2.4053135374340293
2016 tth SL_1 ShowerShapeHighR9EBDown01sigma 3.0651165342617945
2016 tth SL_1 MCScaleHighR9EBDown01sigma 1.2218110378084184
2016 tth SL_1 MCSmearHighR9EBRhoDown01sigma 1.5513603056990832
2016 tth SL_1 MCSmearHighR9EBPhiDown01sigma 6.10598151048971
2016 tth SL_1 ShowerShapeHighR9EEDown01sigma 1.7871226795403574
2016 tth SL_1 MCScaleHighR9EEDown01sigma 1.4477931224888938
2016 tth SL_1 MCSmearHighR9EERhoDown01sigma 2.4053135374340293
2016 tth SL_1 MCSmearHighR9EEPhiDown01sigma 1.959321554935085
2016 tth SL_1 ShowerShapeLowR9EBDown01sigma 2.4053135374340293
2016 tth SL_1 MCScaleLowR9EBDown01sigma 1.6414087134180253
2016 tth SL_1 MCSmearLowR9EBRhoDown01sigma 1.8312422606202323
2016 tth SL_1 MCSmearLowR9EBPhiDown01sigma 1.59737081908467
2016 tth SL_1 ShowerShapeLowR9EEDown01sigma 1.8312422606202323
2016 tth SL_1 MCScaleLowR9EEDown01sigma 1.683043043679019
2016 tth SL_1 MCSmearLowR9EERhoDown01sigma 2.4053135374340293
2016 tth SL_1 MCSmearLowR9EEPhiDown01sigma 2.7684864708515957
2016 tth SL_2 NOMINAL 1.6462979396167623
2016 tth SL_2 MvaShiftUp01sigma 2.2540236901058983
2016 tth SL_2 SigmaEOverEShiftUp01sigma 1.7440475631273724
2016 tth SL_2 MaterialCentralBarrelUp01sigma 1.8500514213111223
2016 tth SL_2 MaterialOuterBarrelUp01sigma 3.2345996755369804
2016 tth SL_2 MaterialForwardUp01sigma 1.8227159066790193
2016 tth SL_2 FNUFEBUp01sigma 1.765976297116281
2016 tth SL_2 FNUFEEUp01sigma 2.2252324990325643
2016 tth SL_2 MCScaleGain6EBUp01sigma 1.7440475631273724
2016 tth SL_2 MCScaleGain1EBUp01sigma 2.2187616151239813
2016 tth SL_2 JECUp01sigma 1.6237229796862345
2016 tth SL_2 JERUp01sigma 2.2949342189639648
2016 tth SL_2 PUJIDShiftUp01sigma 1.7232219437382135
2016 tth SL_2 JECAbsoluteUp01sigma 1.6418518889444802
2016 tth SL_2 JECAbsolute2016Up01sigma 1.7493276374880082
2016 tth SL_2 JECBBEC1Up01sigma 1.693141442988017
2016 tth SL_2 JECBBEC12016Up01sigma 1.9655103687477347
2016 tth SL_2 JECEC2Up01sigma 1.743863520293974
2016 tth SL_2 JECEC22016Up01sigma 1.7438531909228632
2016 tth SL_2 JECFlavorQCDUp01sigma 2.2491307330622625
2016 tth SL_2 JECHFUp01sigma 1.7440475631273724
2016 tth SL_2 JECHF2016Up01sigma 1.7440475631273724
2016 tth SL_2 JECRelativeBalUp01sigma 1.7127555969652841
2016 tth SL_2 JECRelativeSample2016Up01sigma 2.413344802315473
2016 tth SL_2 metJecUncertaintyUp01sigma 1.7440475631273724
2016 tth SL_2 metJerUncertaintyUp01sigma 1.7440475631273724
2016 tth SL_2 metPhoUncertaintyUp01sigma 1.7440475631273724
2016 tth SL_2 metUncUncertaintyUp01sigma 1.7440475631273724
2016 tth SL_2 ShowerShapeHighR9EBUp01sigma 1.817228452144206
2016 tth SL_2 MCScaleHighR9EBUp01sigma 1.4223650555088332
2016 tth SL_2 MCSmearHighR9EBRhoUp01sigma 2.1524621908859616
2016 tth SL_2 MCSmearHighR9EBPhiUp01sigma 1.3203916922200836
2016 tth SL_2 ShowerShapeHighR9EEUp01sigma 1.6107087795985378
2016 tth SL_2 MCScaleHighR9EEUp01sigma 1.9491395285669204
2016 tth SL_2 MCSmearHighR9EERhoUp01sigma 1.7440475631273724
2016 tth SL_2 MCSmearHighR9EEPhiUp01sigma 2.591298289619375
2016 tth SL_2 ShowerShapeLowR9EBUp01sigma 2.164518061376227
2016 tth SL_2 MCScaleLowR9EBUp01sigma 2.0688216758767286
2016 tth SL_2 MCSmearLowR9EBRhoUp01sigma 1.7440475631273724
2016 tth SL_2 MCSmearLowR9EBPhiUp01sigma 2.7979969197297865
2016 tth SL_2 ShowerShapeLowR9EEUp01sigma 1.6232319965525646
2016 tth SL_2 MCScaleLowR9EEUp01sigma 1.7440475631273724
2016 tth SL_2 MCSmearLowR9EERhoUp01sigma 1.7440475631273724
2016 tth SL_2 MCSmearLowR9EEPhiUp01sigma 1.9856211749857486
2016 tth SL_2 MvaShiftDown01sigma 1.9068572259797663
2016 tth SL_2 SigmaEOverEShiftDown01sigma 1.7440475631273724
2016 tth SL_2 MaterialCentralBarrelDown01sigma 1.7433279477718011
2016 tth SL_2 MaterialOuterBarrelDown01sigma 2.0942692909914964
2016 tth SL_2 MaterialForwardDown01sigma 2.170691176249962
2016 tth SL_2 FNUFEBDown01sigma 1.8869751152567298
2016 tth SL_2 FNUFEEDown01sigma 2.032220466279796
2016 tth SL_2 MCScaleGain6EBDown01sigma 1.7440475631273724
2016 tth SL_2 MCScaleGain1EBDown01sigma 2.3388962192088325
2016 tth SL_2 JECDown01sigma 2.8356065307853657
2016 tth SL_2 JERDown01sigma 2.0024088578590686
2016 tth SL_2 PUJIDShiftDown01sigma 1.7317095370599758
2016 tth SL_2 JECAbsoluteDown01sigma 1.70683976530996
2016 tth SL_2 JECAbsolute2016Down01sigma 1.7848832020976082
2016 tth SL_2 JECBBEC1Down01sigma 1.8021939902232798
2016 tth SL_2 JECBBEC12016Down01sigma 1.8321081261651857
2016 tth SL_2 JECEC2Down01sigma 1.7439908869829364
2016 tth SL_2 JECEC22016Down01sigma 1.7422165726212446
2016 tth SL_2 JECFlavorQCDDown01sigma 1.8471688867001912
2016 tth SL_2 JECHFDown01sigma 1.7440475631273724
2016 tth SL_2 JECHF2016Down01sigma 1.7440475631273724
2016 tth SL_2 JECRelativeBalDown01sigma 1.793797499694133
2016 tth SL_2 JECRelativeSample2016Down01sigma 1.6911074218202118
2016 tth SL_2 metJecUncertaintyDown01sigma 1.7440475631273724
2016 tth SL_2 metJerUncertaintyDown01sigma 1.7440475631273724
2016 tth SL_2 metPhoUncertaintyDown01sigma 1.7440475631273724
2016 tth SL_2 metUncUncertaintyDown01sigma 1.7440475631273724
2016 tth SL_2 ShowerShapeHighR9EBDown01sigma 1.4223650555088332
2016 tth SL_2 MCScaleHighR9EBDown01sigma 2.0437916987061104
2016 tth SL_2 MCSmearHighR9EBRhoDown01sigma 2.0387279001895675
2016 tth SL_2 MCSmearHighR9EBPhiDown01sigma 1.3203916922200836
2016 tth SL_2 ShowerShapeHighR9EEDown01sigma 2.8661636009161655
2016 tth SL_2 MCScaleHighR9EEDown01sigma 2.8153544714456276
2016 tth SL_2 MCSmearHighR9EERhoDown01sigma 1.7440475631273724
2016 tth SL_2 MCSmearHighR9EEPhiDown01sigma 2.591298289619375
2016 tth SL_2 ShowerShapeLowR9EBDown01sigma 1.7440475631273724
2016 tth SL_2 MCScaleLowR9EBDown01sigma 2.2913777548731735
2016 tth SL_2 MCSmearLowR9EBRhoDown01sigma 2.21015061287529
2016 tth SL_2 MCSmearLowR9EBPhiDown01sigma 2.7979969197297865
2016 tth SL_2 ShowerShapeLowR9EEDown01sigma 2.21015061287529
2016 tth SL_2 MCScaleLowR9EEDown01sigma 1.8324385594016823
2016 tth SL_2 MCSmearLowR9EERhoDown01sigma 1.7440475631273724
2016 tth SL_2 MCSmearLowR9EEPhiDown01sigma 1.9856211749857486
2016 tth SL_3 NOMINAL 2.0519145840798414
2016 tth SL_3 MvaShiftUp01sigma 1.9062416578544112
2016 tth SL_3 SigmaEOverEShiftUp01sigma 2.05772364449542
2016 tth SL_3 MaterialCentralBarrelUp01sigma 2.082699004417189
2016 tth SL_3 MaterialOuterBarrelUp01sigma 2.047637211907114
2016 tth SL_3 MaterialForwardUp01sigma 2.114155550930881
2016 tth SL_3 FNUFEBUp01sigma 1.9333989388198058
2016 tth SL_3 FNUFEEUp01sigma 2.1424470885707296
2016 tth SL_3 MCScaleGain6EBUp01sigma 2.0584582263696136
2016 tth SL_3 MCScaleGain1EBUp01sigma 2.058900781870804
2016 tth SL_3 JECUp01sigma 1.957537460150196
2016 tth SL_3 JERUp01sigma 2.1337665417495577
2016 tth SL_3 PUJIDShiftUp01sigma 2.0572957298210026
2016 tth SL_3 JECAbsoluteUp01sigma 1.9933107363399896
2016 tth SL_3 JECAbsolute2016Up01sigma 2.0501134484921044
2016 tth SL_3 JECBBEC1Up01sigma 1.9790960611696589
2016 tth SL_3 JECBBEC12016Up01sigma 2.0100864784021852
2016 tth SL_3 JECEC2Up01sigma 2.057661857746331
2016 tth SL_3 JECEC22016Up01sigma 2.057502881459785
2016 tth SL_3 JECFlavorQCDUp01sigma 1.9959839220445592
2016 tth SL_3 JECHFUp01sigma 2.057750729515327
2016 tth SL_3 JECHF2016Up01sigma 2.057750729515327
2016 tth SL_3 JECRelativeBalUp01sigma 1.9773007385253771
2016 tth SL_3 JECRelativeSample2016Up01sigma 1.9861504373826548
2016 tth SL_3 metJecUncertaintyUp01sigma 2.05772364449542
2016 tth SL_3 metJerUncertaintyUp01sigma 2.05772364449542
2016 tth SL_3 metPhoUncertaintyUp01sigma 2.05772364449542
2016 tth SL_3 metUncUncertaintyUp01sigma 2.05772364449542
2016 tth SL_3 ShowerShapeHighR9EBUp01sigma 1.8851218724071466
2016 tth SL_3 MCScaleHighR9EBUp01sigma 1.906711307192928
2016 tth SL_3 MCSmearHighR9EBRhoUp01sigma 1.9645516404197332
2016 tth SL_3 MCSmearHighR9EBPhiUp01sigma 1.9620151798764072
2016 tth SL_3 ShowerShapeHighR9EEUp01sigma 2.1035049976167914
2016 tth SL_3 MCScaleHighR9EEUp01sigma 1.9281767896849962
2016 tth SL_3 MCSmearHighR9EERhoUp01sigma 2.05772364449542
2016 tth SL_3 MCSmearHighR9EEPhiUp01sigma 2.0364245792428064
2016 tth SL_3 ShowerShapeLowR9EBUp01sigma 2.000879799195091
2016 tth SL_3 MCScaleLowR9EBUp01sigma 1.992977881293559
2016 tth SL_3 MCSmearLowR9EBRhoUp01sigma 2.05772364449542
2016 tth SL_3 MCSmearLowR9EBPhiUp01sigma 2.1509814754651617
2016 tth SL_3 ShowerShapeLowR9EEUp01sigma 1.9380292319327908
2016 tth SL_3 MCScaleLowR9EEUp01sigma 2.0577117237573237
2016 tth SL_3 MCSmearLowR9EERhoUp01sigma 2.05772364449542
2016 tth SL_3 MCSmearLowR9EEPhiUp01sigma 2.0444958557879382
2016 tth SL_3 MvaShiftDown01sigma 2.2073637190451993
2016 tth SL_3 SigmaEOverEShiftDown01sigma 2.05772364449542
2016 tth SL_3 MaterialCentralBarrelDown01sigma 1.9666135606525312
2016 tth SL_3 MaterialOuterBarrelDown01sigma 1.9687930553809458
2016 tth SL_3 MaterialForwardDown01sigma 2.1276162610441003
2016 tth SL_3 FNUFEBDown01sigma 1.921796586303656
2016 tth SL_3 FNUFEEDown01sigma 2.020442045917616
2016 tth SL_3 MCScaleGain6EBDown01sigma 2.0579771959249955
2016 tth SL_3 MCScaleGain1EBDown01sigma 2.080373275603221
2016 tth SL_3 JECDown01sigma 1.9918319867410357
2016 tth SL_3 JERDown01sigma 1.9615750789715976
2016 tth SL_3 PUJIDShiftDown01sigma 2.0588221000654996
2016 tth SL_3 JECAbsoluteDown01sigma 1.9350938422147708
2016 tth SL_3 JECAbsolute2016Down01sigma 1.977231364171246
2016 tth SL_3 JECBBEC1Down01sigma 1.973864426294333
2016 tth SL_3 JECBBEC12016Down01sigma 2.0592518977058565
2016 tth SL_3 JECEC2Down01sigma 2.057750237229415
2016 tth SL_3 JECEC22016Down01sigma 2.0580120882306545
2016 tth SL_3 JECFlavorQCDDown01sigma 1.9258922751684673
2016 tth SL_3 JECHFDown01sigma 2.057681237243748
2016 tth SL_3 JECHF2016Down01sigma 2.0577042189662786
2016 tth SL_3 JECRelativeBalDown01sigma 2.0646194963857982
2016 tth SL_3 JECRelativeSample2016Down01sigma 1.9455163922294754
2016 tth SL_3 metJecUncertaintyDown01sigma 2.05772364449542
2016 tth SL_3 metJerUncertaintyDown01sigma 2.05772364449542
2016 tth SL_3 metPhoUncertaintyDown01sigma 2.05772364449542
2016 tth SL_3 metUncUncertaintyDown01sigma 2.05772364449542
2016 tth SL_3 ShowerShapeHighR9EBDown01sigma 1.906711307192928
2016 tth SL_3 MCScaleHighR9EBDown01sigma 2.0902530208599686
2016 tth SL_3 MCSmearHighR9EBRhoDown01sigma 1.9922499622685443
2016 tth SL_3 MCSmearHighR9EBPhiDown01sigma 1.9620151798764072
2016 tth SL_3 ShowerShapeHighR9EEDown01sigma 2.0909935224896947
2016 tth SL_3 MCScaleHighR9EEDown01sigma 2.083381004922533
2016 tth SL_3 MCSmearHighR9EERhoDown01sigma 2.05772364449542
2016 tth SL_3 MCSmearHighR9EEPhiDown01sigma 2.0364245792428064
2016 tth SL_3 ShowerShapeLowR9EBDown01sigma 2.05772364449542
2016 tth SL_3 MCScaleLowR9EBDown01sigma 2.0109655230657233
2016 tth SL_3 MCSmearLowR9EBRhoDown01sigma 2.0690931724198696
2016 tth SL_3 MCSmearLowR9EBPhiDown01sigma 2.1509814754651617
2016 tth SL_3 ShowerShapeLowR9EEDown01sigma 2.069094186055291
2016 tth SL_3 MCScaleLowR9EEDown01sigma 2.031646957977965
2016 tth SL_3 MCSmearLowR9EERhoDown01sigma 2.05772364449542
2016 tth SL_3 MCSmearLowR9EEPhiDown01sigma 2.0444958557879382
2017 wzh SL_0 NOMINAL 1.7396369679703838
2017 wzh SL_0 MvaShiftUp01sigma 2.0339543018746493
2017 wzh SL_0 SigmaEOverEShiftUp01sigma 1.3340144954474442
2017 wzh SL_0 MaterialCentralBarrelUp01sigma 3.2069661590597676
2017 wzh SL_0 MaterialOuterBarrelUp01sigma 2.164996707419444
2017 wzh SL_0 MaterialForwardUp01sigma 2.4314009280928275
2017 wzh SL_0 FNUFEBUp01sigma 2.1387051930309893
2017 wzh SL_0 FNUFEEUp01sigma 1.9776401327919313
2017 wzh SL_0 MCScaleGain6EBUp01sigma 2.2477126664754663
2017 wzh SL_0 MCScaleGain1EBUp01sigma 1.9511850026989408
2017 wzh SL_0 JECUp01sigma 2.5689843372625893
2017 wzh SL_0 JERUp01sigma 2.4296243275201306
2017 wzh SL_0 PUJIDShiftUp01sigma 1.8627279971152297
2017 wzh SL_0 JECAbsoluteUp01sigma 1.6079255171911788
2017 wzh SL_0 JECAbsolute2017Up01sigma 1.3452652406466123
2017 wzh SL_0 JECBBEC1Up01sigma 1.3191302143515875
2017 wzh SL_0 JECBBEC12017Up01sigma 1.3384419220618393
2017 wzh SL_0 JECEC2Up01sigma 1.3337994270388434
2017 wzh SL_0 JECEC22017Up01sigma 1.3352086999049242
2017 wzh SL_0 JECFlavorQCDUp01sigma 1.609401422622297
2017 wzh SL_0 JECHFUp01sigma 1.3340144954474442
2017 wzh SL_0 JECHF2017Up01sigma 1.3340144954474442
2017 wzh SL_0 JECRelativeBalUp01sigma 1.3383225321503782
2017 wzh SL_0 JECRelativeSample2017Up01sigma 1.328986721904791
2017 wzh SL_0 metJecUncertaintyUp01sigma 1.3340144954474442
2017 wzh SL_0 metJerUncertaintyUp01sigma 1.3340144954474442
2017 wzh SL_0 metPhoUncertaintyUp01sigma 1.3340144954474442
2017 wzh SL_0 metUncUncertaintyUp01sigma 1.3340144954474442
2017 wzh SL_0 ShowerShapeHighR9EBUp01sigma 2.416499554696048
2017 wzh SL_0 MCScaleHighR9EBUp01sigma 2.5624485123305973
2017 wzh SL_0 MCSmearHighR9EBRhoUp01sigma 2.2638450049050047
2017 wzh SL_0 MCSmearHighR9EBPhiUp01sigma 1.6526712548089642
2017 wzh SL_0 ShowerShapeHighR9EEUp01sigma 1.5499434030126797
2017 wzh SL_0 MCScaleHighR9EEUp01sigma 1.805647378645975
2017 wzh SL_0 MCSmearHighR9EERhoUp01sigma 1.3340144954474442
2017 wzh SL_0 MCSmearHighR9EEPhiUp01sigma 2.599588242506998
2017 wzh SL_0 ShowerShapeLowR9EBUp01sigma 2.1481709763388617
2017 wzh SL_0 MCScaleLowR9EBUp01sigma 2.6817978459170164
2017 wzh SL_0 MCSmearLowR9EBRhoUp01sigma 2.4941289780097735
2017 wzh SL_0 MCSmearLowR9EBPhiUp01sigma 1.375457172460125
2017 wzh SL_0 ShowerShapeLowR9EEUp01sigma 1.5244500127650153
2017 wzh SL_0 MCScaleLowR9EEUp01sigma 3.1951742915030974
2017 wzh SL_0 MCSmearLowR9EERhoUp01sigma 2.3532460447354064
2017 wzh SL_0 MCSmearLowR9EEPhiUp01sigma 3.054367906827868
2017 wzh SL_0 MvaShiftDown01sigma 1.9053662572333692
2017 wzh SL_0 SigmaEOverEShiftDown01sigma 1.3340144954474442
2017 wzh SL_0 MaterialCentralBarrelDown01sigma 2.161580567037529
2017 wzh SL_0 MaterialOuterBarrelDown01sigma 1.645023125128959
2017 wzh SL_0 MaterialForwardDown01sigma 1.6808312607068918
2017 wzh SL_0 FNUFEBDown01sigma 1.4570905120760897
2017 wzh SL_0 FNUFEEDown01sigma 1.7804084091146337
2017 wzh SL_0 MCScaleGain6EBDown01sigma 1.3340144954474442
2017 wzh SL_0 MCScaleGain1EBDown01sigma 1.3340144954474442
2017 wzh SL_0 JECDown01sigma 2.46061158695668
2017 wzh SL_0 JERDown01sigma 1.3088782750708914
2017 wzh SL_0 PUJIDShiftDown01sigma 1.3340144954474442
2017 wzh SL_0 JECAbsoluteDown01sigma 2.342212767480642
2017 wzh SL_0 JECAbsolute2017Down01sigma 2.813036676611493
2017 wzh SL_0 JECBBEC1Down01sigma 1.5056100214645567
2017 wzh SL_0 JECBBEC12017Down01sigma 2.825096798315125
2017 wzh SL_0 JECEC2Down01sigma 1.3343855525787873
2017 wzh SL_0 JECEC22017Down01sigma 1.3377882815590512
2017 wzh SL_0 JECFlavorQCDDown01sigma 2.3741674058554674
2017 wzh SL_0 JECHFDown01sigma 1.3340144954474442
2017 wzh SL_0 JECHF2017Down01sigma 1.3340144954474442
2017 wzh SL_0 JECRelativeBalDown01sigma 2.8245994247206463
2017 wzh SL_0 JECRelativeSample2017Down01sigma 2.846596128433459
2017 wzh SL_0 metJecUncertaintyDown01sigma 1.3340144954474442
2017 wzh SL_0 metJerUncertaintyDown01sigma 1.3340144954474442
2017 wzh SL_0 metPhoUncertaintyDown01sigma 1.3340144954474442
2017 wzh SL_0 metUncUncertaintyDown01sigma 1.3340144954474442
2017 wzh SL_0 ShowerShapeHighR9EBDown01sigma 1.8960558679717405
2017 wzh SL_0 MCScaleHighR9EBDown01sigma 1.6611058672643595
2017 wzh SL_0 MCSmearHighR9EBRhoDown01sigma 1.5956765952596217
2017 wzh SL_0 MCSmearHighR9EBPhiDown01sigma 1.6526712548089642
2017 wzh SL_0 ShowerShapeHighR9EEDown01sigma 1.3340144954474442
2017 wzh SL_0 MCScaleHighR9EEDown01sigma 1.7096912179287576
2017 wzh SL_0 MCSmearHighR9EERhoDown01sigma 2.2128494594023773
2017 wzh SL_0 MCSmearHighR9EEPhiDown01sigma 2.599588242506998
2017 wzh SL_0 ShowerShapeLowR9EBDown01sigma 2.6948950071549054
2017 wzh SL_0 MCScaleLowR9EBDown01sigma 3.0682055216255493
2017 wzh SL_0 MCSmearLowR9EBRhoDown01sigma 1.9418741884832398
2017 wzh SL_0 MCSmearLowR9EBPhiDown01sigma 1.375457172460125
2017 wzh SL_0 ShowerShapeLowR9EEDown01sigma 1.4737605304506567
